	doc_id	OID	GID	oriSent	genSent	repToken	perplexity	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	isTrueBug	isCorefKeep	oriDepth	newDepth	depthConsistent
10	wb/a2e/00/a2e_0019	4	1	And he committed himself to the worship of God. And remained loyal to God.	And he committed himself to the worhsip of God . And remained loyal to God.	h -> h	-1	False	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[4, 4], [8, 8]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[4, 4], [8, 8]]]	[['he', 'himself'], ['to', 'God']]	True	True	set()	set()	True
11	bc/cctv/00/cctv_0005	5	0	Yes, therefore, as a local media in this city, it should become a proactive participant when there is a public emergency in the city.	Yes, therefore, as a local media in this city, it should become a proactive participant when there is a public emergency in the city	. -> 	-1	False	True	[[[25, 26], [9, 10]]]	[['the city', 'this city']]	[[[9, 10], [25, 26], [12, 12]]]	[['this city', 'the city', 'it']]	[[[9, 10], [25, 26], [12, 12]]]	[['this city', 'the city', 'it']]	True	True	set()	set()	True
12	bc/cctv/00/cctv_0005	5	1	Yes, therefore, as a local media in this city, it should become a proactive participant when there is a public emergency in the city.	Yes, therefore, as a local media in this city, it should become a proactive participant when there's a public emergency in the city.	 i -> '	-1	False	True	[[[25, 26], [9, 10]]]	[['the city', 'this city']]	[[[9, 10], [25, 26], [12, 12]]]	[['this city', 'the city', 'it']]	[[[9, 10], [25, 26], [12, 12]]]	[['this city', 'the city', 'it']]	True	True	set()	set()	True
13	bc/cctv/00/cctv_0005	5	2	Yes, therefore, as a local media in this city, it should become a proactive participant when there is a public emergency in the city.	Yes, therefore, as a local media in this city,i t should become a proactive participant when there is a public emergency in the city.	i -> i	-1	False	False	[[[25, 26], [9, 10]]]	[['the city', 'this city']]	[[[9, 10], [25, 26], [12, 12]]]	[['this city', 'the city', 'it']]	[[[9, 10], [26, 27]]]	[['this city', 'the city']]	True	True	set()	set()	True
14	bn/pri/00/pri_0039	6	0	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there's an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	 i -> '	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
15	bn/pri/00/pri_0039	6	1	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to Pittsburgh where Index will be returning in late November.	ew York where Index will be returning in late N -> Pittsburgh where Index will be returning in late 	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
16	bn/pri/00/pri_0039	6	2	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to Anaheim where Index will be returning in late November.	ew Yrk whre Index will  returning in late Novembe -> Anaheim where Index will be returning in late vm	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
17	bn/pri/00/pri_0039	6	3	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returnnig in late November.	i -> i	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
18	bn/pri/00/pri_0039	6	4	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Yemen to New York where Index will be returning in late November.	Australia -> Yemen	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
19	bn/pri/00/pri_0039	6	5	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November	. -> 	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
20	bn/pri/00/pri_0039	6	6	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Italy to New York where Index will be returning in late November.	Ausria -> Iy	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
21	bn/pri/00/pri_0039	6	7	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Morocco to New York where Index will be returning in late November.	Austalia -> Moocco	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
22	bn/pri/00/pri_0039	6	8	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to Virginia Beach where Index will be returning in late November.	ew Yrk whre Index will  returning in late Novembe -> Virginia Beach where Index will be returning in late vm	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
23	bn/pri/00/pri_0039	6	9	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Argentina to New York where Index will be returning in late November.	ustal -> gentn	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
24	bn/pri/00/pri_0039	6	10	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to Riverside where Index will be returning in late November.	ew Yrk whre Index will  returning in late Novembe -> Riverside where Index will be returning in late vm	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
25	bn/pri/00/pri_0039	6	11	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Peru to New York where Index will be returning in late November.	Austalia -> Peu	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
26	bn/pri/00/pri_0039	6	12	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Australia to New York where Index will be returning in late November.	They toured the world and performed wherever there is an emigrant community from the former Yugoslavia scattered by the wars here, from Venezuela to New York where Index will be returning in late November.	Astrai -> Veneze	-1	False	True	[[[28, 28], [0, 0]]]	[['Index', 'They']]	[]	[]	[]	[]	True	True	set()	set()	True
27	pt/nt/44/nt_4409	7	0	When the believers learned about this, they took Saul to Caesarea, and from there they sent him to the city of Tarsus.	When the believers learned about this, they took Saul to aCesarea, and from there they sent him to the city of Tarsus.	a -> a	-1	True	True	[[[18, 18], [9, 9]], [[1, 2], [7, 7], [16, 16]]]	[['him', 'Saul'], ['the believers', 'they', 'they']]	[[[16, 16], [1, 2], [7, 7]], [[18, 18], [9, 9]]]	[['they', 'the believers', 'they'], ['him', 'Saul']]	[[[16, 16], [1, 2], [7, 7]], [[18, 18], [9, 9]]]	[['they', 'the believers', 'they'], ['him', 'Saul']]	False	True	set()	set()	True
28	pt/nt/44/nt_4409	7	1	When the believers learned about this, they took Saul to Caesarea, and from there they sent him to the city of Tarsus.	When the believers learned about this, they took Saul to Caesarea, and from there they sent him to the city of Tarsus	. -> 	-1	True	True	[[[18, 18], [9, 9]], [[1, 2], [7, 7], [16, 16]]]	[['him', 'Saul'], ['the believers', 'they', 'they']]	[[[16, 16], [1, 2], [7, 7]], [[18, 18], [9, 9]]]	[['they', 'the believers', 'they'], ['him', 'Saul']]	[[[16, 16], [1, 2], [7, 7]], [[18, 18], [9, 9]]]	[['they', 'the believers', 'they'], ['him', 'Saul']]	False	True	set()	set()	True
29	pt/nt/46/nt_4609	8	0	No soldier ever serves in the army and pays his own salary.	No soldier ever servse in the army and pays his own salary.	s -> s	-1	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True	True	set()	set()	True
30	pt/nt/46/nt_4609	8	1	No soldier ever serves in the army and pays his own salary.	No soldier ever serves in the army and pays his own salary	. -> 	-1	True	True	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	False	True	set()	set()	True
31	mz/sinorama/10/ectb_1049	9	0	In the old bamboo tea shop, the now elderly hostess still plays her role amidst the ambience of wine and tea, offering a feminine presence to help put at ease her customers who come looking for a little relaxation, evoking the bewitching atmosphere of Tanshui at night.	In the old bamboo tea shop, the now elderly hostess still plays her role amids tthe ambience of wine and tea, offering a feminine presence to help put at ease her customers who come looking for a little relaxation, evoking the bewitching atmosphere of Tanshui at night.	t -> t	-1	False	True	[[[13, 13], [32, 32], [7, 10]]]	[['her', 'her', 'the now elderly hostess']]	[[[32, 32], [13, 13]]]	[['her', 'her']]	[[[32, 32], [13, 13]]]	[['her', 'her']]	True	True	set()	set()	True
32	mz/sinorama/10/ectb_1049	9	1	In the old bamboo tea shop, the now elderly hostess still plays her role amidst the ambience of wine and tea, offering a feminine presence to help put at ease her customers who come looking for a little relaxation, evoking the bewitching atmosphere of Tanshui at night.	In the old bamboo tea shop, the now elderly hostess still plays her role amidst the ambience of wine and tea, offering a feminine presence to help put at ease her customers who come looking for a little relaxation, evoking the bewitching atmosphere of Tanshui at night	. -> 	-1	False	True	[[[13, 13], [32, 32], [7, 10]]]	[['her', 'her', 'the now elderly hostess']]	[[[32, 32], [13, 13]]]	[['her', 'her']]	[[[32, 32], [13, 13]]]	[['her', 'her']]	True	True	set()	set()	True
33	bn/cnn/02/cnn_0259	10	0	USAirways is flying its way out of bankruptcy.	USAirways is flying its way out of bankruptcy	. -> 	-1	True	True	[[[0, 0], [3, 3]]]	[['USAirways', 'its']]	[[[0, 0], [3, 3]]]	[['USAirways', 'its']]	[[[0, 0], [3, 3]]]	[['USAirways', 'its']]	False	True	set()	set()	True
34	bn/cnn/02/cnn_0259	10	1	USAirways is flying its way out of bankruptcy.	USiArways is flying its way out of bankruptcy.	i -> i	-1	True	False	[[[0, 0], [3, 3]]]	[['USAirways', 'its']]	[[[0, 0], [3, 3]]]	[['USAirways', 'its']]	[]	[]	False	False	set()	set()	True
35	bc/cnn/00/cnn_0008	11	0	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until Michael Flores launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	Lanny Dav -> Mchael Flore	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Michael Flores']]	True	False	set()	set()	True
36	bc/cnn/00/cnn_0008	11	1	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations	 /. -> 	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	True	False	set()	set()	True
37	bc/cnn/00/cnn_0008	11	2	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until Matthew Phillips launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	LnnyDav -> MtthewPhllip	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Matthew Phillips']]	True	False	set()	set()	True
38	bc/cnn/00/cnn_0008	11	3	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	 / -> 	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	True	False	set()	set()	True
39	bc/cnn/00/cnn_0008	11	4	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until James Wood launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	Lnny Davi -> Jme Wood	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'James Wood']]	True	False	set()	set()	True
40	bc/cnn/00/cnn_0008	11	5	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until David Rivera launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	Lanny s -> d Rivera	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'David Rivera']]	True	False	set()	set()	True
41	bc/cnn/00/cnn_0008	11	6	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until Daniel Powell launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	Lanny vs -> nel Powell	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Daniel Powell']]	True	False	set()	set()	True
42	bc/cnn/00/cnn_0008	11	7	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until Joseph Gutierrez launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	Lanny Davi -> Joeph Gutierrez	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Joseph Gutierrez']]	True	False	set()	set()	True
43	bc/cnn/00/cnn_0008	11	8	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until John Thompson launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	LanyDavi -> JohThompon	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'John Thompson']]	True	False	set()	set()	True
44	bc/cnn/00/cnn_0008	11	9	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the cam pwho would merely disparage and attack Freeh rather than deal with his allegations /.	p -> p	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	True	False	set()	set()	True
45	bc/cnn/00/cnn_0008	11	10	They gave no +substantive response to any of the allegations until Lanny Davis launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations.	They gave no +substantive response to any of the allegations until William Cooper launched his PR campaign on the Thursday before the broadcast and offered himself as the person from the camp who would merely disparage and attack Freeh rather than deal with his allegations /.	Lanny Davs -> Wlliam Cooper	-1	False	True	[[[38, 38], [43, 43]], [[0, 0], [30, 31]], [[14, 14], [25, 25], [11, 12]], [[8, 9], [43, 44]]]	[['Freeh', 'his'], ['They', 'the camp'], ['his', 'himself', 'Lanny Davis'], ['the allegations', 'his allegations']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'Lanny Davis']]	[[[9, 10], [44, 45]], [[15, 15], [26, 26], [44, 44], [12, 13]]]	[['the allegations', 'his allegations'], ['his', 'himself', 'his', 'William Cooper']]	True	False	set()	set()	True
