doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	isCorefKeep
wb/a2e/00/a2e_0019	4	0	And he committed himself to the worship of God. And remained loyal to God.	And he admitted himself to the worship of God . And remained loyal to God.	committed -> admitted	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	1	And he committed himself to the worship of God. And remained loyal to God.	And he pledged himself to the worship of God . And remained loyal to God.	committed -> pledged	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	2	And he committed himself to the worship of God. And remained loyal to God.	And he added himself to the worship of God . And remained loyal to God.	committed -> added	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	3	And he committed himself to the worship of God. And remained loyal to God.	And he inclined himself to the worship of God . And remained loyal to God.	committed -> inclined	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	4	And he committed himself to the worship of God. And remained loyal to God.	And he put himself to the worship of God . And remained loyal to God.	committed -> put	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	5	And he committed himself to the worship of God. And remained loyal to God.	And he reduced himself to the worship of God . And remained loyal to God.	committed -> reduced	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	6	And he committed himself to the worship of God. And remained loyal to God.	And he fitted himself to the worship of God . And remained loyal to God.	committed -> fitted	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	7	And he committed himself to the worship of God. And remained loyal to God.	And he restricted himself to the worship of God . And remained loyal to God.	committed -> restricted	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	8	And he committed himself to the worship of God. And remained loyal to God.	And he bound himself to the worship of God . And remained loyal to God.	committed -> bound	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	9	And he committed himself to the worship of God. And remained loyal to God.	And he opened himself to the worship of God . And remained loyal to God.	committed -> opened	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	10	And he committed himself to the worship of God. And remained loyal to God.	And he limited himself to the worship of God . And remained loyal to God.	committed -> limited	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	11	And he committed himself to the worship of God. And remained loyal to God.	And he subjected himself to the worship of God . And remained loyal to God.	committed -> subjected	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	12	And he committed himself to the worship of God. And remained loyal to God.	And he set himself to the worship of God . And remained loyal to God.	committed -> set	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	13	And he committed himself to the worship of God. And remained loyal to God.	And he made himself to the worship of God . And remained loyal to God.	committed -> made	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	14	And he committed himself to the worship of God. And remained loyal to God.	And he subject himself to the worship of God . And remained loyal to God.	committed -> subject	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	15	And he committed himself to the worship of God. And remained loyal to God.	And he presented himself to the worship of God . And remained loyal to God.	committed -> presented	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	16	And he committed himself to the worship of God. And remained loyal to God.	And he taught himself to the worship of God . And remained loyal to God.	committed -> taught	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	17	And he committed himself to the worship of God. And remained loyal to God.	And he resolved himself to the worship of God . And remained loyal to God.	committed -> resolved	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	18	And he committed himself to the worship of God. And remained loyal to God.	And he restored himself to the worship of God . And remained loyal to God.	committed -> restored	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
wb/a2e/00/a2e_0019	4	19	And he committed himself to the worship of God. And remained loyal to God.	And he converted himself to the worship of God . And remained loyal to God.	committed -> converted	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	True
pt/nt/46/nt_4609	8	11	No soldier ever serves in the army and pays his own salary.	No soldier ever seen in the army and pays his own salary.	serves -> seen	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True
pt/nt/46/nt_4609	8	13	No soldier ever serves in the army and pays his own salary.	No soldier ever stationed in the army and pays his own salary.	serves -> stationed	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True
pt/nt/46/nt_4609	8	17	No soldier ever serves in the army and pays his own salary.	No soldier ever involved in the army and pays his own salary.	serves -> involved	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True
pt/nt/46/nt_4609	8	19	No soldier ever serves in the army and pays his own salary.	No soldier ever used in the army and pays his own salary.	serves -> used	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True
pt/nt/46/nt_4609	8	25	No soldier ever serves in the army and pays his own salary.	No soldier ever placed in the army and pays his own salary.	serves -> placed	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True
pt/nt/46/nt_4609	8	0	No soldier ever serves in the army and pays his own salary.	No soldier also serves in the army and pays his own salary.	ever -> also	True	True	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	True
pt/nt/46/nt_4609	8	1	No soldier ever serves in the army and pays his own salary.	No soldier never serves in the army and pays his own salary.	ever -> never	True	True	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	True
pt/nt/46/nt_4609	8	2	No soldier ever serves in the army and pays his own salary.	No soldier actually serves in the army and pays his own salary.	ever -> actually	True	True	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	True
pt/nt/46/nt_4609	8	3	No soldier ever serves in the army and pays his own salary.	No soldier still serves in the army and pays his own salary.	ever -> still	True	True	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	True
