	doc_id	OID	GID	oriSent	genSent	repToken	perplexity	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	isTrueBug	isCorefKeep	oriDepth	newDepth	depthConsistent
10	pt/nt/42/nt_4219	2	10	I wrapped it in a piece of cloth and hid it.	I wrapped it in a change of cloth and hid it.	piece -> change	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
11	pt/nt/42/nt_4219	2	11	I wrapped it in a piece of cloth and hid it.	I wrapped it in a stretch of cloth and hid it.	piece -> stretch	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
12	pt/nt/42/nt_4219	2	12	I wrapped it in a piece of cloth and hid it.	I wrapped it in a handful of cloth and hid it.	piece -> handful	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
13	pt/nt/42/nt_4219	2	13	I wrapped it in a piece of cloth and hid it.	I wrapped it in a type of cloth and hid it.	piece -> type	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
14	pt/nt/42/nt_4219	2	14	I wrapped it in a piece of cloth and hid it.	I wrapped it in a bar of cloth and hid it.	piece -> bar	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
15	pt/nt/42/nt_4219	2	15	I wrapped it in a piece of cloth and hid it.	I wrapped it in a pocket of cloth and hid it.	piece -> pocket	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
16	pt/nt/42/nt_4219	2	16	I wrapped it in a piece of cloth and hid it.	I wrapped it in a mess of cloth and hid it.	piece -> mess	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
17	pt/nt/42/nt_4219	2	17	I wrapped it in a piece of cloth and hid it.	I wrapped it in a piece of cloth and shot it.	hid -> shot	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
18	pt/nt/42/nt_4219	2	18	I wrapped it in a piece of cloth and hid it.	I wrapped it in a piece of cloth and bound it.	hid -> bound	-1	True	True	[[[10, 10], [2, 2]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	[[[2, 2], [10, 10]]]	[['it', 'it']]	False	True	set()	set()	True
19	pt/nt/45/nt_4509	3	0	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he signed between himself and his people.	made -> signed	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
20	pt/nt/45/nt_4509	3	1	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he negotiated between himself and his people.	made -> negotiated	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
21	pt/nt/45/nt_4509	3	2	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he holds between himself and his people.	made -> holds	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
22	pt/nt/45/nt_4509	3	3	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he keeps between himself and his people.	made -> keeps	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
23	pt/nt/45/nt_4509	3	4	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he kept between himself and his people.	made -> kept	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
24	pt/nt/45/nt_4509	3	5	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he disputes between himself and his people.	made -> disputes	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
25	pt/nt/45/nt_4509	3	6	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he seals between himself and his people.	made -> seals	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
26	pt/nt/45/nt_4509	3	7	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he broke between himself and his people.	made -> broke	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
27	pt/nt/45/nt_4509	3	8	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he held between himself and his people.	made -> held	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
28	pt/nt/45/nt_4509	3	9	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he sign between himself and his people.	made -> sign	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
29	pt/nt/45/nt_4509	3	10	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he strikes between himself and his people.	made -> strikes	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
30	pt/nt/45/nt_4509	3	11	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he settles between himself and his people.	made -> settles	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
31	pt/nt/45/nt_4509	3	12	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he breaks between himself and his people.	made -> breaks	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
32	pt/nt/45/nt_4509	3	13	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he called between himself and his people.	made -> called	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
33	pt/nt/45/nt_4509	3	14	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he sees between himself and his people.	made -> sees	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
34	pt/nt/45/nt_4509	3	15	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he calls between himself and his people.	made -> calls	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
35	pt/nt/45/nt_4509	3	16	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he maintains between himself and his people.	made -> maintains	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
36	pt/nt/45/nt_4509	3	17	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he found between himself and his people.	made -> found	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
37	pt/nt/45/nt_4509	3	18	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he settled between himself and his people.	made -> settled	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
38	pt/nt/45/nt_4509	3	19	They have the glory of God and the agreements he made between himself and his people.	They have the glory of God and the agreements he negotiate between himself and his people.	made -> negotiate	-1	False	True	[[[12, 12], [5, 5], [14, 14], [9, 9]], [[14, 15], [0, 0]]]	[['himself', 'God', 'his', 'he'], ['his people', 'They']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['his', 'God', 'he', 'himself']]	[[[5, 5], [9, 9], [12, 12], [14, 14]]]	[['God', 'he', 'himself', 'his']]	True	False	set()	set()	True
80	wb/a2e/00/a2e_0019	4	0	And he committed himself to the worship of God. And remained loyal to God.	And he admitted himself to the worship of God . And remained loyal to God.	committed -> admitted	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
81	wb/a2e/00/a2e_0019	4	1	And he committed himself to the worship of God. And remained loyal to God.	And he pledged himself to the worship of God . And remained loyal to God.	committed -> pledged	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
82	wb/a2e/00/a2e_0019	4	2	And he committed himself to the worship of God. And remained loyal to God.	And he added himself to the worship of God . And remained loyal to God.	committed -> added	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
83	wb/a2e/00/a2e_0019	4	3	And he committed himself to the worship of God. And remained loyal to God.	And he inclined himself to the worship of God . And remained loyal to God.	committed -> inclined	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
84	wb/a2e/00/a2e_0019	4	4	And he committed himself to the worship of God. And remained loyal to God.	And he put himself to the worship of God . And remained loyal to God.	committed -> put	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
85	wb/a2e/00/a2e_0019	4	5	And he committed himself to the worship of God. And remained loyal to God.	And he reduced himself to the worship of God . And remained loyal to God.	committed -> reduced	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
86	wb/a2e/00/a2e_0019	4	6	And he committed himself to the worship of God. And remained loyal to God.	And he fitted himself to the worship of God . And remained loyal to God.	committed -> fitted	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
87	wb/a2e/00/a2e_0019	4	7	And he committed himself to the worship of God. And remained loyal to God.	And he restricted himself to the worship of God . And remained loyal to God.	committed -> restricted	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
88	wb/a2e/00/a2e_0019	4	8	And he committed himself to the worship of God. And remained loyal to God.	And he bound himself to the worship of God . And remained loyal to God.	committed -> bound	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
89	wb/a2e/00/a2e_0019	4	9	And he committed himself to the worship of God. And remained loyal to God.	And he opened himself to the worship of God . And remained loyal to God.	committed -> opened	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
90	wb/a2e/00/a2e_0019	4	10	And he committed himself to the worship of God. And remained loyal to God.	And he limited himself to the worship of God . And remained loyal to God.	committed -> limited	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
91	wb/a2e/00/a2e_0019	4	11	And he committed himself to the worship of God. And remained loyal to God.	And he subjected himself to the worship of God . And remained loyal to God.	committed -> subjected	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
92	wb/a2e/00/a2e_0019	4	12	And he committed himself to the worship of God. And remained loyal to God.	And he set himself to the worship of God . And remained loyal to God.	committed -> set	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
93	wb/a2e/00/a2e_0019	4	13	And he committed himself to the worship of God. And remained loyal to God.	And he made himself to the worship of God . And remained loyal to God.	committed -> made	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
94	wb/a2e/00/a2e_0019	4	14	And he committed himself to the worship of God. And remained loyal to God.	And he subject himself to the worship of God . And remained loyal to God.	committed -> subject	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
95	wb/a2e/00/a2e_0019	4	15	And he committed himself to the worship of God. And remained loyal to God.	And he presented himself to the worship of God . And remained loyal to God.	committed -> presented	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
96	wb/a2e/00/a2e_0019	4	16	And he committed himself to the worship of God. And remained loyal to God.	And he taught himself to the worship of God . And remained loyal to God.	committed -> taught	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
97	wb/a2e/00/a2e_0019	4	17	And he committed himself to the worship of God. And remained loyal to God.	And he resolved himself to the worship of God . And remained loyal to God.	committed -> resolved	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
98	wb/a2e/00/a2e_0019	4	18	And he committed himself to the worship of God. And remained loyal to God.	And he restored himself to the worship of God . And remained loyal to God.	committed -> restored	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
99	wb/a2e/00/a2e_0019	4	19	And he committed himself to the worship of God. And remained loyal to God.	And he converted himself to the worship of God . And remained loyal to God.	committed -> converted	-1	True	True	[[[8, 8], [14, 14]], [[1, 1], [3, 3]]]	[['God', 'God'], ['he', 'himself']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['to', 'God']]	[[[1, 1], [3, 3]], [[8, 8], [14, 14]]]	[['he', 'himself'], ['God', 'God']]	False	True	set()	set()	True
164	pt/nt/46/nt_4609	8	11	No soldier ever serves in the army and pays his own salary.	No soldier ever seen in the army and pays his own salary.	serves -> seen	-1	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True	True	set()	set()	True
166	pt/nt/46/nt_4609	8	13	No soldier ever serves in the army and pays his own salary.	No soldier ever stationed in the army and pays his own salary.	serves -> stationed	-1	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True	True	set()	set()	True
170	pt/nt/46/nt_4609	8	17	No soldier ever serves in the army and pays his own salary.	No soldier ever involved in the army and pays his own salary.	serves -> involved	-1	True	False	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[[[0, 1], [9, 9]]]	[['No soldier', 'his']]	[]	[]	True	True	set()	set()	True
